customer_id,loan_type,loan_amount,emi,default_flag,credit_score,LoanType,LoanStatus,InterestRate,TenureYears
9182,Home,191325.77,2240.59,0,824,Auto Loan,Active,14.37,16
2106,Auto,878842.99,21612.9,0,567,Auto Loan,Closed,7.03,18
15738,Auto,996842.28,22674.16,1,690,Home Loan,Closed,8.52,15
21945,Home,398072.75,14031.32,1,347,Personal Loan,Active,14.32,11
19887,Education,163151.11,15032.93,1,827,Auto Loan,Active,9.63,2
16135,Auto,191565.78,20386.36,1,400,Auto Loan,Active,10.74,11
9328,Personal,191726.32,24396.69,1,833,Personal Loan,Closed,7.27,15
8853,Education,387293.91,3783.08,1,619,Auto Loan,Closed,14.2,10
19106,Auto,266847.85,17394.5,0,410,Home Loan,Active,11.2,1
7759,Personal,303037.79,3303.25,0,334,Auto Loan,Closed,9.68,12
12541,Personal,215731.17,22719.73,0,693,Personal Loan,Closed,14.5,15
5962,Home,759594.35,21538,0,638,Personal Loan,Active,14.37,17
15476,Personal,413830.82,11958.75,0,379,Business Loan,Closed,14.86,8
7251,Personal,636616.86,19035.71,1,304,Business Loan,Active,8.63,20
1243,Personal,704960.95,24182.87,1,675,Auto Loan,Closed,9.35,18
19398,Education,657839.9,16338.23,0,563,Education Loan,Closed,10.37,4
20838,Auto,717577.06,8556.56,0,795,Auto Loan,Closed,8.11,12
22446,Home,736595.94,8633.69,0,549,Auto Loan,Closed,14.84,14
7515,Personal,607790.7,7533.28,0,785,Personal Loan,Active,12.98,2
6636,Auto,893824.94,17887.48,0,617,Business Loan,Active,14.1,14
22849,Education,220250.18,19387.55,1,351,Personal Loan,Active,10.62,11
8542,Auto,142192.64,4494.99,0,799,Auto Loan,Active,9.18,18
461,Personal,915509.62,1479.61,0,590,Auto Loan,Closed,12.64,1
1617,Home,323771.21,10693.15,0,528,Business Loan,Active,13.04,12
21236,Education,681256.79,16865.4,0,771,Personal Loan,Closed,8.39,8
10251,Home,279650.51,7796.88,1,669,Personal Loan,Active,8.88,2
6392,Home,383171.42,18491.2,1,578,Personal Loan,Closed,9.42,18
1916,Personal,852290.24,1089.57,0,439,Home Loan,Active,12.43,20
4957,Education,456658.37,22020.03,0,585,Auto Loan,Active,10.11,12
18806,Auto,950647.27,6273.86,1,360,Education Loan,Closed,9.09,11
8190,Home,905172.25,10869.26,1,410,Home Loan,Closed,12.4,18
17594,Home,478838.56,3603.28,1,518,Personal Loan,Active,14.36,9
20990,Auto,389836.21,6278.09,0,782,Education Loan,Closed,11.46,5
2195,Auto,287860.9,15185.61,1,627,Education Loan,Closed,13.32,4
2980,Education,175167.24,15493.73,0,684,Home Loan,Closed,7.27,17
11535,Home,562309.49,2524.72,0,342,Home Loan,Closed,11.31,16
9674,Auto,445214.26,22280.07,1,621,Auto Loan,Closed,9.41,6
10486,Education,307958.18,11418.61,0,812,Auto Loan,Active,12.42,14
5221,Personal,553057.89,14925.31,1,325,Home Loan,Closed,9.31,9
11029,Education,863622.62,6429.63,0,492,Personal Loan,Closed,9.59,12
4544,Home,399144,1698.77,0,536,Home Loan,Closed,10.49,19
3202,Personal,877537.9,7035.86,1,585,Education Loan,Active,12.38,5
21303,Auto,644841.33,15171.96,0,514,Home Loan,Closed,14.74,9
14203,Education,531340.76,19768.12,1,673,Education Loan,Closed,9.25,12
8661,Home,403071.33,7671.45,1,477,Auto Loan,Active,11.43,7
15135,Education,505838.18,3494.39,1,445,Home Loan,Closed,7.62,2
21086,Personal,813002.39,20844.14,1,470,Auto Loan,Active,11.46,20
19570,Personal,976270.01,10165.56,0,333,Auto Loan,Active,12.2,1
20388,Personal,299035.21,2476.88,1,493,Auto Loan,Closed,9.05,16
3981,Auto,646272.63,2127.12,1,369,Auto Loan,Closed,10.79,7
274,Personal,750334.5,1694.91,0,320,Education Loan,Closed,8.85,11
11728,Education,319820.48,1543.54,0,666,Education Loan,Closed,13.34,12
12715,Home,583765.25,14537.74,1,301,Business Loan,Active,7.01,20
210,Auto,642842.24,16069.89,0,704,Home Loan,Active,13.66,17
960,Personal,732939.69,24622.13,0,665,Home Loan,Closed,10.96,20
23526,Education,239969.8,10740.6,1,636,Auto Loan,Closed,12.82,2
9433,Education,538489.18,7002.91,0,742,Home Loan,Active,9.63,6
1974,Personal,79798.29,6786.53,1,554,Auto Loan,Active,12.17,19
14973,Education,824020.12,22225.03,1,697,Personal Loan,Closed,10.35,3
6701,Home,94196.31,5603.54,0,696,Education Loan,Closed,7.31,4
5217,Home,832035.36,14754.43,0,527,Personal Loan,Closed,8.81,5
9657,Home,486670.49,16000.08,0,460,Auto Loan,Active,9.29,3
11298,Education,740359.78,12964.57,1,310,Education Loan,Active,9.56,6
13704,Education,702984.86,3745.07,0,468,Personal Loan,Closed,13.01,3
6495,Auto,824015.03,8991.77,1,525,Education Loan,Closed,10.28,19
667,Education,218726,12500.39,0,829,Home Loan,Closed,13.01,3
5416,Education,475970.31,24123.19,1,428,Personal Loan,Closed,8.01,1
3387,Auto,673892.02,23149.3,1,444,Business Loan,Active,8.86,15
2571,Home,750833.59,18306.73,1,703,Home Loan,Active,10.41,2
6950,Auto,945102.91,11882.13,0,566,Education Loan,Active,10.45,10
16247,Personal,902149.83,19761.8,0,817,Auto Loan,Closed,10.91,5
2147,Auto,900268.63,11154.95,1,732,Home Loan,Active,10.42,6
24559,Personal,950442.67,20717.18,1,562,Auto Loan,Closed,10.62,15
4534,Home,173232.47,5602.77,1,811,Education Loan,Active,12.16,14
4717,Home,466402.43,5319.9,1,668,Auto Loan,Closed,7.85,3
19353,Education,128637.09,17870.07,1,805,Home Loan,Closed,12.85,19
22760,Home,810867.29,21901.93,0,701,Business Loan,Active,11.45,17
8647,Education,268076.29,1190.25,1,387,Personal Loan,Active,12.03,6
18355,Auto,641349.39,3970.18,0,788,Personal Loan,Active,13.19,16
14105,Personal,657586.23,19710.49,1,448,Education Loan,Closed,13.92,9
14417,Education,673348.2,21201.21,1,418,Business Loan,Active,7.55,3
3101,Education,503122.8,18649.62,0,708,Education Loan,Closed,11.41,20
18695,Home,113431.52,23249.64,1,532,Home Loan,Closed,13.71,1
8730,Education,303048.67,4103.72,1,775,Business Loan,Active,14.37,12
5344,Auto,506728.03,8392.54,0,638,Personal Loan,Closed,11.38,4
4433,Personal,768598.88,2909.92,0,694,Education Loan,Closed,14.85,11
4493,Education,483219.89,7150.41,0,433,Home Loan,Closed,10.03,11
4741,Auto,139957.5,20640.98,0,350,Education Loan,Active,10.24,5
13483,Personal,130038.82,8634.89,1,638,Education Loan,Active,14.74,5
13546,Personal,816176.26,14487.29,1,506,Home Loan,Closed,11.37,18
23991,Personal,746538.77,23923.87,1,352,Education Loan,Closed,11.79,2
12419,Home,848896.79,16492.44,0,626,Home Loan,Active,12.81,11
24341,Education,348711.8,7003.3,0,837,Personal Loan,Closed,14.83,15
15764,Education,586807.69,5788.08,1,630,Personal Loan,Active,10.55,17
16945,Education,822878.52,11125.89,0,551,Home Loan,Closed,13.68,16
11963,Personal,816036.34,10363.83,0,573,Education Loan,Closed,11.26,20
14863,Home,657603.32,17690.89,1,600,Auto Loan,Active,9.24,6
60,Education,916432.79,1468.24,0,744,Personal Loan,Active,14.35,10
6698,Home,914968.38,14642.24,0,349,Personal Loan,Closed,9.38,6
1588,Education,688050.56,6640,1,357,Education Loan,Active,12.27,19
21397,Auto,260140.98,16353.74,1,441,Auto Loan,Active,11.43,18
19416,Personal,682267.1,6947.29,0,742,Business Loan,Closed,9.62,7
11844,Personal,214436.02,1289.42,0,489,Education Loan,Active,13.7,15
18315,Auto,124886.73,21619.08,0,552,Personal Loan,Closed,9.86,6
5960,Education,866468.48,16125.47,1,624,Business Loan,Closed,13.4,9
20164,Home,878200.6,7777.03,1,439,Business Loan,Closed,8.78,16
16575,Personal,419515.57,6168.46,1,364,Business Loan,Active,11.54,3
21696,Education,603928.43,9416.63,0,450,Business Loan,Active,12.34,9
8590,Education,160570.63,21126.92,1,489,Auto Loan,Closed,13.87,12
8516,Auto,318816.47,6894.26,1,509,Home Loan,Closed,9.32,19
9229,Auto,304334.48,18648.5,1,767,Auto Loan,Active,9.17,15
12867,Home,595244.21,24401.76,1,426,Education Loan,Active,14.09,4
812,Personal,263378.69,15561.63,0,746,Business Loan,Closed,12.93,17
8325,Personal,207992.18,20993.22,0,602,Personal Loan,Active,14.21,14
18262,Personal,711932.13,11860.35,0,684,Auto Loan,Active,9.85,4
12627,Personal,718589.99,3985.1,0,592,Personal Loan,Active,12.65,14
1187,Education,128390.08,13124.63,1,537,Business Loan,Closed,8.59,12
7963,Education,455557.16,2179.28,0,618,Auto Loan,Closed,9.43,17
3222,Home,374935.93,16404.41,0,528,Education Loan,Active,7.06,19
11666,Education,652737.74,11114.21,0,398,Education Loan,Active,14.65,17
19875,Auto,469444.19,11573.18,0,723,Education Loan,Active,7.52,12
3190,Home,836469.7,21619.29,1,559,Home Loan,Closed,10.76,13
12033,Home,214811.67,10501.58,1,835,Education Loan,Closed,14.07,17
3762,Personal,657167.57,10507.04,1,717,Home Loan,Active,10.54,1
11853,Home,312725.97,19821.97,0,479,Personal Loan,Closed,11.19,2
21580,Education,298450.43,17158.58,1,538,Education Loan,Closed,8.24,2
19458,Home,635847.59,24770.15,1,801,Business Loan,Closed,14.67,12
1043,Home,156564.3,10100.08,1,695,Home Loan,Closed,13.93,19
1163,Home,360697.64,6448.85,0,489,Home Loan,Closed,13.31,7
20684,Home,842210.34,17948.75,0,744,Auto Loan,Active,10.95,7
11986,Home,981416.78,23588.87,1,417,Education Loan,Closed,14.48,11
1925,Home,797667.49,16761.99,1,411,Home Loan,Closed,8.86,20
23971,Auto,843890.04,5186.27,0,748,Home Loan,Closed,10.73,19
13619,Auto,915996.68,2232.23,0,303,Personal Loan,Closed,8.72,12
14059,Personal,192183.4,19838.18,1,595,Education Loan,Active,8.54,10
15161,Personal,647826.7,4145.65,0,609,Education Loan,Closed,7.76,18
14750,Personal,179456.99,20833.89,1,465,Education Loan,Active,13.91,19
7951,Auto,904046.31,13915.84,0,676,Business Loan,Closed,7.86,13
22250,Auto,282205.35,5587.55,0,344,Home Loan,Active,11.44,19
9453,Education,316404.56,13231.43,1,779,Education Loan,Active,8.92,14
2325,Home,390688.91,9883.86,0,453,Business Loan,Active,10.51,8
17740,Personal,208157.38,24689.77,0,789,Personal Loan,Active,12.88,19
7216,Auto,81292.65,5595.25,0,600,Education Loan,Active,7.85,16
17972,Education,437777.28,16534.57,1,525,Education Loan,Closed,13.68,9
2683,Auto,597443.23,14831.24,0,436,Business Loan,Active,14.07,5
14923,Personal,950245.8,18887.13,0,826,Home Loan,Closed,13.04,9
22081,Home,463978.71,23360.19,1,800,Business Loan,Closed,13.62,17
13484,Personal,596521.01,15392.23,0,686,Personal Loan,Active,10.79,20
8467,Home,586873.42,16183.06,1,583,Business Loan,Closed,12.66,7
5448,Education,274155.59,21712.31,0,695,Home Loan,Active,7.49,18
9608,Auto,610408.52,14791.67,0,746,Business Loan,Active,11.08,5
6292,Education,268970.96,14313.89,1,515,Education Loan,Closed,12.88,6
13057,Auto,941985.28,7241.85,0,615,Personal Loan,Closed,14.66,13
10756,Education,684263.46,20843.89,0,656,Home Loan,Active,12.7,12
16296,Personal,526756.51,21865.5,0,743,Personal Loan,Active,13.01,11
12839,Home,198983.51,13930.44,0,715,Home Loan,Active,8.12,1
10327,Home,871604.49,2566.25,1,625,Personal Loan,Closed,12.11,8
6240,Home,849224.6,11062.72,1,531,Education Loan,Active,14.15,20
9222,Home,837534.43,23665.26,0,654,Personal Loan,Closed,13.24,10
74,Home,298035.63,10085.4,1,440,Education Loan,Active,7.86,1
16887,Auto,440742.61,23384.27,0,767,Auto Loan,Active,8.46,17
1902,Education,452556.62,1549.47,1,696,Auto Loan,Active,7.38,16
20013,Auto,671020.63,8446.17,1,776,Education Loan,Active,10.13,7
1300,Home,876448.03,20316.93,1,341,Business Loan,Closed,10.36,1
18444,Education,665564.33,5208.11,1,328,Business Loan,Active,11.82,1
4705,Auto,753173.31,22759.13,0,718,Business Loan,Active,7.26,20
10329,Home,807247.36,16504.17,1,686,Auto Loan,Closed,8.6,8
8022,Personal,964864.18,15173.35,0,581,Home Loan,Closed,11.51,18
7226,Home,599202.47,8647.22,1,825,Education Loan,Closed,13.94,7
15360,Education,291383.99,3197.29,1,322,Personal Loan,Active,7.49,11
14890,Education,678770.08,14880.55,0,331,Personal Loan,Closed,9.12,9
6078,Personal,931368.04,8107.36,0,505,Auto Loan,Closed,13.73,15
6810,Auto,691246.39,16559.36,0,372,Auto Loan,Closed,14.2,16
18512,Education,57160.88,18813.86,0,741,Business Loan,Active,14.61,10
4423,Personal,538246.69,14145.37,0,511,Auto Loan,Active,13.13,12
13249,Personal,476781.96,12615.34,1,836,Home Loan,Active,14.7,15
24144,Personal,534239.82,17552.31,0,385,Education Loan,Active,13.58,18
10872,Auto,182982.63,20343.51,1,413,Business Loan,Closed,11.71,4
20715,Education,743919.18,22271.37,0,451,Home Loan,Closed,14.54,11
3172,Education,328246.32,12408.92,1,390,Business Loan,Closed,11.13,19
21599,Personal,616800.06,9351.64,1,428,Home Loan,Closed,11.62,13
13789,Home,178941.74,17755.57,1,810,Business Loan,Closed,10.59,5
17931,Personal,840160.25,24923.83,1,522,Business Loan,Active,11.25,17
1719,Education,721719.28,19461.3,1,582,Auto Loan,Active,9.95,13
23150,Home,985975.32,5691.42,1,832,Education Loan,Closed,12.64,4
15089,Personal,167884.3,5562.64,1,310,Home Loan,Active,10.97,19
24625,Personal,510754.8,5633.79,1,675,Home Loan,Closed,9.14,20
23121,Personal,468163.08,22803.1,1,698,Business Loan,Active,14.46,1
16276,Education,582704.13,16218.91,1,591,Education Loan,Active,14.21,6
17629,Personal,211735.66,6747.99,1,426,Auto Loan,Closed,10.83,10
23557,Personal,358267.56,23913.06,1,484,Business Loan,Closed,9.01,3
23485,Home,281182.18,15306.21,1,396,Personal Loan,Closed,12.64,2
329,Home,366951.09,13747.26,0,683,Business Loan,Closed,10.65,13
8839,Home,353994.59,16364.88,1,592,Business Loan,Closed,14.04,16
5102,Home,705402.76,10386.26,1,588,Personal Loan,Closed,12.65,6
1418,Auto,443376.07,24083.08,0,514,Auto Loan,Active,14.51,15
5298,Personal,731070.04,23435.13,0,584,Education Loan,Closed,12.58,2
11353,Home,510476.36,9003.32,1,427,Personal Loan,Closed,14.73,14
18457,Education,955858.27,6040.61,0,657,Business Loan,Active,9.13,4
1001,Home,636976.32,12465.78,1,559,Home Loan,Active,12.47,4
21706,Education,414758.33,7282.93,0,345,Auto Loan,Closed,14.93,3
14984,Home,734290.8,9595.11,0,797,Personal Loan,Closed,8.2,17
17231,Home,946473,18216.79,1,689,Education Loan,Closed,10.31,9
14394,Home,480675.94,14824.08,0,847,Personal Loan,Active,14.36,7
9460,Personal,553297.88,23284.73,1,539,Personal Loan,Active,8.4,10
24029,Auto,620370.63,7735.86,1,354,Business Loan,Closed,13.92,12
18484,Auto,466029.27,5553.15,1,777,Education Loan,Closed,8.4,11
3955,Personal,634844.52,3652.25,1,490,Personal Loan,Closed,13.15,19
9461,Home,824828.41,24969.77,1,318,Personal Loan,Closed,9.61,4
1659,Education,555865.99,9568.77,0,564,Auto Loan,Active,10.19,18
218,Personal,172808.14,13247.67,1,620,Business Loan,Active,8.04,3
5793,Education,462140.76,8873.14,0,418,Education Loan,Active,7.93,17
16482,Education,218054.04,16992.08,1,565,Business Loan,Closed,14.28,16
18514,Auto,294097.42,22928.45,0,423,Education Loan,Active,14.55,9
4293,Personal,429850.49,15495.59,1,552,Auto Loan,Closed,7.89,8
2977,Home,233409.4,17381.62,1,829,Education Loan,Closed,11.71,17
13010,Home,365981.44,6292.48,0,568,Auto Loan,Active,14.98,1
11480,Education,69304.74,9451.92,1,745,Business Loan,Closed,10.13,16
3303,Home,849572.05,18444.08,1,751,Auto Loan,Closed,10.78,8
5138,Auto,222772.22,23339.28,1,548,Auto Loan,Closed,11.57,6
21639,Auto,622783.78,22660.91,1,528,Business Loan,Active,12.76,2
21225,Education,666039.44,19603.81,0,384,Business Loan,Closed,11.11,18
5997,Home,555839.36,6800.6,0,623,Home Loan,Active,10.02,14
15999,Education,109623.44,13610.23,1,540,Education Loan,Active,7.47,10
10097,Personal,964166.85,13006.75,1,574,Education Loan,Closed,12.5,13
1421,Education,450001.02,4292.4,1,432,Personal Loan,Closed,11.26,12
15500,Education,470344.33,9689.17,0,635,Auto Loan,Closed,8.18,1
17433,Personal,442345.2,21822.26,1,425,Personal Loan,Active,13.28,12
2639,Auto,520570.22,7412.26,0,470,Personal Loan,Closed,12.33,13
24063,Auto,563579.28,22495.41,1,506,Business Loan,Active,7.52,7
14843,Auto,360528.5,3964.63,0,386,Education Loan,Active,13.1,10
1565,Home,544728.47,3272.1,1,482,Education Loan,Active,14.07,9
17164,Personal,580357.6,21621.83,0,549,Business Loan,Closed,10.1,13
20233,Personal,955648.21,13319.86,0,398,Auto Loan,Closed,9.46,18
7514,Personal,574009.47,22767.14,1,563,Education Loan,Closed,14.64,3
920,Education,207537.27,5940.91,0,562,Personal Loan,Closed,8.87,11
3892,Home,180020.18,19126.09,1,769,Personal Loan,Closed,10.69,16
21968,Personal,707547.8,3169.87,0,732,Personal Loan,Closed,13.9,5
20088,Education,538248.89,19088.56,1,628,Auto Loan,Closed,13.8,12
12011,Personal,350656.82,19518.27,1,440,Home Loan,Active,14.37,1
3931,Personal,737780.53,3355.99,0,525,Education Loan,Closed,11.15,6
20648,Home,924737.69,10555.01,1,644,Home Loan,Active,9.8,6
18731,Auto,488625.42,12926.98,0,687,Education Loan,Closed,12.19,16
23511,Home,578104.2,4585.22,0,615,Personal Loan,Active,9.31,9
16757,Home,428978.08,20481.08,1,846,Auto Loan,Closed,8.07,2
17579,Education,983972.88,10071.56,0,682,Education Loan,Closed,11.66,15
7887,Personal,373269.09,8929.15,1,323,Business Loan,Closed,12.01,2
13294,Auto,63154.26,5453.42,1,434,Personal Loan,Active,11.07,18
18028,Auto,434170.03,15249.94,0,465,Business Loan,Closed,7.03,9
5477,Home,630114.27,12644.96,1,702,Education Loan,Active,10.25,2
10137,Personal,957292.19,17168.14,0,615,Business Loan,Closed,7.14,11
18374,Education,566660.48,7879.95,1,329,Business Loan,Closed,13.48,5
12930,Personal,741966.11,15666.28,0,580,Home Loan,Active,9.99,3
6995,Auto,881673.97,9872.13,1,666,Business Loan,Closed,9.51,11
12596,Personal,75190.87,3085.78,1,415,Auto Loan,Closed,9.73,13
20096,Education,906257.77,6444.24,0,801,Personal Loan,Closed,14.78,19
23701,Personal,72715.39,1865.44,1,487,Education Loan,Closed,10.42,9
12037,Auto,338323.02,2291.92,1,752,Personal Loan,Closed,8.02,9
6424,Auto,788294.68,17388.68,1,638,Business Loan,Active,12.68,18
15812,Auto,896592.06,17733.9,1,830,Education Loan,Active,12.29,16
2479,Education,152630.32,16664.31,1,493,Personal Loan,Closed,11.26,12
5311,Education,717147.1,9029.38,1,756,Auto Loan,Closed,12.42,10
5673,Personal,380576.83,14965.94,0,489,Education Loan,Active,12.39,5
7281,Personal,711635.23,22383.19,0,525,Home Loan,Closed,9.91,1
9219,Home,954098.29,20011.67,1,836,Education Loan,Closed,11.08,4
6695,Education,51652.29,15231.08,0,368,Home Loan,Active,7.67,14
14850,Education,727169.68,2232.01,1,304,Education Loan,Active,12.23,3
24054,Personal,496432.06,4365.22,0,583,Business Loan,Closed,7.04,8
2755,Education,925796.54,18619.92,1,602,Personal Loan,Closed,13.3,16
7369,Education,147896.96,10089.84,1,466,Auto Loan,Active,11.65,18
6727,Auto,619751.16,5084.64,0,570,Home Loan,Active,14.35,18
6316,Personal,909656.8,15015.8,1,333,Personal Loan,Active,12.34,15
2954,Home,161598.26,1961.3,0,821,Education Loan,Closed,7.34,9
9503,Auto,238217.44,12664.8,0,555,Personal Loan,Closed,14.76,9
14249,Personal,461992.63,9915.08,1,437,Auto Loan,Closed,7.24,3
18425,Personal,267462.25,22819.59,1,539,Home Loan,Active,14.69,4
9879,Personal,225929.57,20748.15,1,701,Business Loan,Closed,8.47,3
3570,Auto,514666.46,20315.25,0,728,Personal Loan,Closed,11.1,16
18765,Home,93003.06,22972.94,1,314,Education Loan,Active,13.95,7
5901,Home,105210.94,6814.35,0,813,Personal Loan,Active,7.09,6
5049,Auto,506252.2,22247.11,1,670,Home Loan,Closed,12.36,11
15867,Education,514650.39,9443.81,0,402,Home Loan,Closed,12.58,10
18166,Home,380615.44,21130.95,1,815,Home Loan,Closed,7.44,11
12889,Auto,362219.9,4278.7,0,800,Auto Loan,Closed,9.97,13
11156,Personal,234300.06,21745.15,0,782,Education Loan,Active,12.32,16
13765,Personal,519382.23,18841.98,0,308,Education Loan,Active,14.35,1
22873,Personal,415716.38,24841.6,1,638,Education Loan,Active,12.31,11
8246,Home,295115.65,6122.71,0,363,Business Loan,Closed,12.67,19
4672,Home,320066.5,21151.89,0,625,Education Loan,Closed,10.35,1
17819,Education,871896.36,23907.18,0,377,Education Loan,Active,11.35,3
18879,Auto,424039.34,16247.7,0,565,Auto Loan,Closed,11.48,5
12130,Home,866874.93,10252.22,0,618,Business Loan,Active,8.47,1
15647,Personal,919711.96,7193.04,1,565,Auto Loan,Active,10.03,18
8650,Home,631837.78,4246.21,1,442,Home Loan,Active,8.98,11
13440,Personal,992150.49,23908.73,1,803,Business Loan,Closed,13.46,12
15737,Auto,236917.72,6329.1,1,333,Business Loan,Closed,11.76,16
5470,Personal,794621.84,7974.37,0,436,Home Loan,Closed,7.63,10
20265,Personal,832037.98,19630.01,0,829,Auto Loan,Closed,8.33,1
16443,Home,170281.42,10343.18,0,543,Personal Loan,Active,11.53,12
7360,Auto,464313.15,10480.29,0,440,Personal Loan,Closed,8.82,10
12323,Personal,953615.65,14076.45,0,712,Business Loan,Active,8.17,13
4820,Auto,453217.46,22734.38,0,465,Auto Loan,Closed,13.92,16
13916,Auto,894599.4,15093.83,0,726,Auto Loan,Active,7.52,7
21401,Education,707082.94,6865.44,0,358,Auto Loan,Active,14.21,14
3109,Education,344155.31,23116.85,1,572,Education Loan,Active,9.27,4
142,Education,334745.14,4473.38,1,590,Personal Loan,Closed,14.11,5
2484,Education,184923.64,13295.05,1,424,Auto Loan,Closed,9.54,19
4334,Home,690575.18,1505.52,0,377,Business Loan,Closed,8.21,8
23623,Home,233704.26,12838.58,0,601,Auto Loan,Closed,7.65,4
12683,Auto,564139.23,16234.74,1,790,Home Loan,Active,14.01,3
4051,Education,434890.81,6305.86,1,783,Personal Loan,Closed,9.2,8
11447,Auto,453346.01,19555.14,1,818,Education Loan,Active,14.64,17
8568,Auto,218816.37,2935.08,0,588,Home Loan,Active,11.69,14
12068,Auto,639113.59,16987.5,1,835,Business Loan,Active,8.42,18
18655,Home,844658.38,22435.19,0,758,Auto Loan,Active,7.07,4
2528,Home,483123.43,11615.31,1,730,Auto Loan,Active,10.56,13
2172,Personal,913188.63,13138.46,0,405,Education Loan,Closed,12.34,10
23154,Personal,740395.42,6653.34,0,491,Personal Loan,Active,14.39,1
17829,Education,219987.97,21855.29,1,498,Auto Loan,Active,10.62,15
7590,Education,501048.81,23186.05,1,777,Education Loan,Active,14.37,18
7604,Auto,859306.57,6796.56,1,593,Auto Loan,Closed,12.72,15
4720,Personal,507280.11,19944.8,1,733,Home Loan,Closed,12.65,13
15753,Home,749617.13,7563.12,1,388,Personal Loan,Closed,11.22,7
2122,Auto,721550.54,12483.68,1,675,Education Loan,Active,8.15,9
4635,Auto,736071.83,2575.52,1,593,Education Loan,Closed,7.92,1
24536,Education,341772.2,1626.07,0,738,Home Loan,Active,12.7,15
23100,Auto,853933.19,19578.17,1,309,Personal Loan,Closed,8.99,20
14108,Personal,293008.93,6367.97,1,514,Auto Loan,Closed,12.09,20
11631,Auto,991217.03,19803.51,0,406,Auto Loan,Closed,11.08,2
2795,Education,177913.72,11750.78,0,750,Business Loan,Active,14.89,2
21621,Home,878276.13,15858.16,1,725,Auto Loan,Closed,9.06,13
23700,Education,425248.18,11384.01,0,536,Home Loan,Active,11.36,1
20228,Home,458777.11,20487.92,1,503,Personal Loan,Closed,8.83,18
3217,Personal,862264.9,21736.89,1,673,Home Loan,Active,12.48,7
3483,Auto,136536.23,9759.34,1,634,Personal Loan,Closed,14.6,10
24959,Home,275512.77,24411.37,0,702,Personal Loan,Closed,10.59,9
19967,Personal,194615.07,16707.52,0,318,Business Loan,Closed,10.46,20
8787,Personal,375640.78,24318.41,1,443,Auto Loan,Closed,7.42,6
6860,Personal,202992.9,4518.88,0,511,Education Loan,Active,9.67,12
12911,Education,946234.47,1612.95,0,643,Education Loan,Closed,13.72,20
14194,Auto,388463.36,11891.61,1,778,Auto Loan,Active,14.2,3
9119,Home,657792.01,8332.27,1,365,Auto Loan,Active,11.69,6
17147,Personal,875221.17,9951.84,1,809,Business Loan,Closed,11.32,14
23516,Education,442863.79,24745.98,1,772,Auto Loan,Closed,14.38,1
12825,Education,597422.38,4485.11,1,596,Personal Loan,Active,8.01,20
21034,Home,969969.54,5117.37,0,602,Education Loan,Closed,7.93,14
10406,Home,498409.06,16003.59,0,325,Home Loan,Active,7.57,14
9796,Personal,903036.06,11337.11,1,472,Education Loan,Closed,8.51,11
4260,Home,414903.24,12777.8,1,750,Personal Loan,Active,13.7,2
6667,Auto,174898.39,12935.4,0,723,Personal Loan,Active,12.48,4
8741,Personal,343250.62,21837.99,0,716,Home Loan,Closed,7.04,13
9162,Education,434672.73,2666.67,0,431,Home Loan,Closed,13.75,5
14643,Education,769609.32,22735.02,1,699,Business Loan,Closed,12.33,16
4121,Home,721398.27,1501.41,0,497,Business Loan,Active,10.86,10
8671,Auto,879607.16,24922.33,0,526,Business Loan,Closed,12.83,19
14910,Home,703714.16,7577.18,1,458,Education Loan,Closed,12.77,4
21733,Home,158374.49,23827.13,0,677,Personal Loan,Closed,9.36,20
387,Personal,816992.98,8590.2,0,636,Business Loan,Active,12.8,14
19187,Education,767380.69,24420.9,1,719,Home Loan,Closed,7.92,14
14326,Auto,489248.66,2772.38,0,644,Auto Loan,Active,7.66,6
6659,Auto,627794.95,5913.55,0,370,Personal Loan,Active,7.95,20
13661,Auto,264639.78,8869.1,0,669,Business Loan,Active,14.89,20
5370,Personal,91702.52,23607.7,1,381,Business Loan,Closed,14.54,13
3749,Auto,574627.08,14436.74,0,636,Auto Loan,Closed,13.11,8
6396,Education,622836.63,14644.67,0,425,Business Loan,Active,7.34,1
21971,Home,472261.05,15739.15,0,736,Personal Loan,Active,10.66,10
3020,Personal,731193.7,3226.23,1,444,Auto Loan,Closed,14.03,16
24699,Education,710478.97,12559.84,1,458,Personal Loan,Active,10.68,3
22685,Auto,802565.57,24323.3,0,794,Personal Loan,Active,9.43,1
4908,Home,763125.84,23039.01,0,656,Education Loan,Closed,10.38,19
8727,Education,354046.42,23764.94,1,386,Home Loan,Active,8.54,5
912,Home,728000.54,24479.65,0,618,Education Loan,Closed,11.75,9
16272,Education,552254.87,8696.04,0,567,Personal Loan,Active,11.14,11
12248,Home,823609.58,12805.52,1,536,Education Loan,Active,14.09,14
5318,Home,997409.39,3895.09,0,631,Auto Loan,Closed,8.13,18
10841,Education,443906.85,23926.48,1,466,Home Loan,Active,10.59,18
10842,Auto,805019.26,1789.76,1,574,Auto Loan,Active,10.15,10
18218,Home,145027.38,24923.14,0,659,Education Loan,Closed,10.04,6
14209,Personal,488231.61,14793.24,1,802,Business Loan,Closed,8.67,7
19724,Auto,264833.19,5536.23,0,556,Business Loan,Active,13.75,9
24021,Auto,419147.87,9350.82,1,481,Business Loan,Closed,14.29,6
2257,Auto,199359.78,6425,0,691,Auto Loan,Closed,14.49,16
15071,Auto,143230.14,11433.92,0,385,Business Loan,Closed,10.5,5
